66.4911679329	62.3241388728	79.2396709988	2.1
66.4911698453	76.7964427827	79.2396709988	2.1
66.4911717577	62.3241379166	64.7673690012	2.1
66.4911746263	76.7964427827	64.7673690012	2.1
65.2568251398	61.0861663544	72.00352	2.1
65.2568241836	69.5602946525	80.477642561	2.1
65.2568280084	78.0344124325	72.00352	2.1
65.2568289646	69.5602946525	63.5293983952	2.1
49.5153805011	68.0252727184	73.5385371531	2.1
65.4466456229	61.4485097095	76.3799561354	2.1
65.4466456229	73.9367240946	80.115300162	2.1
65.4466494477	77.6720709898	67.6270838646	2.1
65.4466494477	65.1838537361	63.891739838	2.1
65.4466475353	61.4485087533	67.6270838646	2.1
65.4466446667	65.1838537361	80.115300162	2.1
65.4466475353	77.6720709898	76.3799561354	2.1
65.4466513601	73.9367240946	63.891739838	2.1
49.5153709391	71.0953070247	73.5385371531	2.1
49.5153805011	68.0252727184	70.4684990221	2.1
49.5153805011	71.0953070247	70.4684990221	2.1
50.081774469	71.0550319902	69.2729606319	2.1
50.081774469	72.2908501959	70.5087731004	2.1
50.081774469	68.0655448843	69.2729606319	2.1
50.081774469	66.8297343282	70.5087731004	2.1
50.081774469	68.0655448843	74.7340755433	2.1
65.8074064713	61.9426744382	78.1688197933	2.1
65.8074074275	75.7255877525	79.6211344771	2.1
65.8074122085	77.1779081735	65.8382202067	2.1
65.8074112523	63.3949900782	64.3859055229	2.1
65.2957892277	61.1691279532	69.744830662	2.1
65.2957892277	67.3015995774	80.3946809622	2.1
65.2957901839	77.9514527461	74.262209338	2.1
65.2957920963	71.818976341	63.6123590378	2.1
62.888566098	69.5602946525	64.1390057922	2.1
50.081774469	66.8297343282	73.4982630748	2.1
62.888556536	61.6957747076	72.00352	2.1
50.081774469	71.0550319902	74.7340755433	2.1
65.2957892277	61.1691279532	74.262209338	2.1
65.2957892277	71.818976341	80.3946809622	2.1
65.2957920963	77.9514527461	69.744830662	2.1
65.2957920963	67.3015995774	63.6123590378	2.1
65.8074102961	61.9426753944	65.8382202067	2.1
65.8074064713	63.3949900782	79.6211344771	2.1
65.8074074275	77.1779081735	78.1688197933	2.1
65.8074112523	75.7255877525	64.3859045667	2.1
50.081774469	72.2908501959	73.4982630748	2.1
62.888556536	69.5602946525	79.8680342078	2.1
49.3365429013	67.9973326304	72.00351782	2.1
62.888566098	77.4247983421	72.00352	2.1
49.3365429013	69.5602946525	70.4405579779	2.1
63.135322399	73.9141865219	79.3169240991	2.1
49.3365429013	71.1232471127	72.003517857	2.1
63.135322399	76.8736939707	76.3574147379	2.1
49.3365429013	69.5602946525	73.5664781974	2.1
63.135322399	65.2063960898	79.3169240991	2.1
63.135322399	62.2468857725	76.3574147379	2.1
50.3148380232	72.0529291588	69.5108835813	2.1
63.135322399	65.2063960898	64.6901149447	2.1
50.3148284613	67.0676563215	69.5108835813	2.1
63.135322399	62.2468857725	67.6496252621	2.1
50.3148284613	67.0676563215	74.4961525939	2.1
63.135331961	73.9141865219	64.6901149447	2.1
50.3148284613	72.0529291588	74.4961525939	2.1
49.9886982141	72.3862500105	72.0035179856	2.1
63.135322399	76.8736939707	67.6496252621	2.1
62.9379441317	77.3045278332	69.7698514794	2.1
49.988707776	66.734326864	72.003517819	2.1
62.9379441317	71.793962217	64.2592839508	2.1
49.9886982141	69.5602946525	74.8294820513	2.1
62.9379345697	61.8160547785	69.7698514794	2.1
63.6738527747	63.2120551727	65.6552843449	2.1
62.9379345697	67.3266223071	79.747755093	2.1
63.6738527747	63.2120551727	78.3517556551	2.1
62.9379345697	61.8160547785	74.2371875644	2.1
63.6738432127	75.908527439	78.3517556551	2.1
62.9379345697	71.793962217	79.747755093	2.1
49.988707776	69.5602946525	69.1775541239	2.1
62.9379345697	77.3045278332	74.2371875644	2.1
62.9379441317	67.3266223071	64.2592839508	2.1
63.6738527747	75.908527439	65.6552843449	2.1
73.4840528999	61.8825783879	79.6812305275	2.1
73.4840540398	77.2379956181	79.6812305275	2.1
73.4840551797	61.8825783879	64.3258104287	2.1
73.4840563197	77.2379956181	64.3258104287	2.1
73.4840540398	60.223822789	72.00352	2.1
73.4840534759	69.5602850906	81.3399863176	2.1
73.4840551797	78.8967590577	72.00352	2.1
73.4840557555	69.5602850906	62.6670536824	2.1
73.4840528999	60.4957333926	76.431067755	2.1
73.4840537548	73.9878328456	81.0680762877	2.1
73.4840563197	78.6248452031	67.5759741574	2.1
73.4840554646	65.1327430727	62.9389637123	2.1
73.4840551797	60.4957333926	67.5759741574	2.1
73.4840531849	65.1327430727	81.0680762877	2.1
73.4840540398	78.6248452031	76.431067755	2.1
73.4840560347	73.9878328456	62.9389637123	2.1
73.4840528999	60.9838656631	78.2815870213	2.1
73.4840540398	75.8383521119	80.5799442084	2.1
73.4840563197	78.1367159924	65.7254539349	2.1
73.4840551797	63.2822238065	63.427097704	2.1
73.4840551797	60.2808416049	69.7227195533	2.1
73.4840533274	67.2794884687	81.2829682666	2.1
73.4840540398	78.8397410068	74.2843214029	2.1
73.4840558923	71.8410931868	62.7240717334	2.1
73.4840528999	60.2808416049	74.2843214029	2.1
73.4840536123	71.8410931868	81.2829682666	2.1
73.4840563197	78.8397410068	69.7227195533	2.1
73.4840556071	67.2794884687	62.7240717334	2.1
73.4840551797	60.9838656631	65.7254539349	2.1
73.4840528999	63.2822228503	80.5799442084	2.1
73.4840540398	78.1367159924	78.2815870213	2.1
73.4840563197	75.8383521119	63.4270967478	2.1
54.5349196284	69.5602946525	66.8769613472	2.1
54.5349196284	69.5602946525	77.1300767404	2.1
54.5349196284	64.4337331312	72.0035185716	2.1
54.5349196284	74.6868513929	72.0035186022	2.1
55.0677510676	73.5321665366	75.9753918841	2.1
55.0677510676	65.5884160751	75.9753918841	2.1
55.0677606296	65.5884189437	68.0316452473	2.1
55.0677606296	73.5321665366	68.0316452473	2.1
56.4294717849	69.5602946525	66.0903924098	2.1
56.4294717849	63.6471641938	72.0035188513	2.1
56.4294717849	69.5602946525	77.9166456778	2.1
56.4294717849	75.4734193741	72.0035188588	2.1
54.6428456289	74.4251210406	74.0199854126	2.1
56.8053816688	73.3837647001	77.299531175	2.1
54.6428456289	71.5767619776	76.8683483004	2.1
56.8053816688	74.8562991342	75.8269929162	2.1
54.6428456289	64.6954625273	74.0199854126	2.1
56.8053816688	65.7368169554	77.299531175	2.1
56.8053816688	64.2642786966	75.8269929162	2.1
54.6428456289	67.5438235027	76.8683483004	2.1
56.8053816688	65.7368169554	66.7075059564	2.1
54.6428456289	64.6954596587	69.9870517188	2.1
56.8053816688	64.2642767842	68.1800451714	2.1
54.6428456289	67.5438235027	67.1386897872	2.1
56.8053816688	73.3837647001	66.7075059564	2.1
